question,answer,answer_numeric,is_integer_like,decimals,answer_type,decade,century,q_len_chars,q_len_words,q_wh_type,outlier_iqr,zscore,outlier_z
"In which year did the following events all take place; Ken Livingstone became the Mayor of London, England lost 1-0 to Germany in the last match at the old Wembley Stadium and Judith Keppel won the first £1,000,000 on 'Who Wants to be a Millionaire'?",2000.0,2000.0,True,0,year,2000.0,21.0,250,45,who,False,0.1082914807888254,False
In the game of backgammon with how many pieces does each player begin?,15.0,15.0,True,0,age,,,70,13,quantity,False,-0.31698753018401093,False
In chess how many different opening moves are there?,20.0,20.0,True,0,age,,,52,9,quantity,False,-0.3159162984183363,False
How many lines of poetry are in a sonnet?,14.0,14.0,True,0,age,,,41,9,quantity,False,-0.3172017765371459,False
"If Strasbourg is 68 and Montpellier is 34, then what number is Paris?",75.0,75.0,True,0,age,,,69,13,what,False,-0.30413274899591514,False
"If Germany is 49 and the United Kingdom is 44, then what number is France?",33.0,33.0,True,0,age,,,74,15,what,False,-0.3131310958275822,False
"""""""The Last Man In Europe"""" was the working title of which novel?""",1984.0,1984.0,True,0,year,1980.0,20.0,66,12,which,False,0.10486353913866653,False
What year did the Good Friday Agreement come into effect?,1998.0,1998.0,True,0,year,1990.0,20.0,57,10,year,False,0.10786298808255554,False
What year did the burning of the Reichstag take place?,1933.0,1933.0,True,0,year,1930.0,20.0,54,10,year,False,0.09393697512878509,False
"In the current series of car registration plates (2 letters, a 2 digit number then 3 letters), which was the first 2 digit number to be used?",51.0,51.0,True,0,age,,,141,27,which,False,-0.30927466147115346,False
In which year was the £1 note introduced; Burnley beat Liverpool 1-0 in the FA Cup Final; Archduke Ferdinand was assassinated?,1914.0,1914.0,True,0,year,1910.0,20.0,126,21,which,False,0.0898662944192214,False
In which year was the BBC granted a Royal Charter of Incorporation; Cardiff City beat Arsenal 1-0 at Wembley; Charles Lindbergh crossed the Atlantic Ocean?,1927.0,1927.0,True,0,year,1920.0,20.0,155,25,which,False,0.0926514970099755,False
How many Parliamentary constituencies are there in the UK?,650.0,650.0,True,0,medium_int,,,58,9,quantity,False,-0.18094109594333027,False
In which year did Mozart die?,1791.0,1791.0,True,0,year,1790.0,18.0,29,6,which,False,0.063513992983625,False
In which year did Beethoven die?,1827.0,1827.0,True,0,year,1820.0,19.0,32,6,which,False,0.07122686169648249,False
Name the year: Chernenko dies; the Achille Lauro is hi-jacked; a Japanese Air Lines 747 crashes killing 520 people.,1985.0,1985.0,True,0,year,1980.0,20.0,115,19,other,False,0.10507778549180145,False
"In contract rubber bridge, how many points are awarded for successfully making a non-vulnerable contract of four Spades?",120.0,120.0,True,0,age,,,120,18,quantity,False,-0.29449166310484326,False
How many cards are there in a Tarot pack?,78.0,78.0,True,0,age,,,41,9,quantity,False,-0.3034900099365103,False
In which year was the Battle of the Little Big Horn?,1876.0,1876.0,True,0,year,1870.0,19.0,52,11,which,False,0.08172493300009406,False
"To within 2 years each way, when did the first Crusade, launched by Urban II take place?",1096.0,1096.0,True,0,year,1090.0,11.0,88,17,when,False,-0.08538722244515144,False
The Order of Merit is limited to how many members?,24.0,24.0,True,0,age,,,50,10,quantity,False,-0.31505931300579654,False
In what year did Harold Macmillan introduce Premium Bonds?,1956.0,1956.0,True,0,year,1950.0,20.0,58,9,year,False,0.09886464125088848,False
"In darts, which score is called 'bed and breakfast'?",26.0,26.0,True,0,age,,,52,9,which,False,-0.3146308202995267,False
"In which year did Lenin die, and Mallory and Irvine disappear on Mount Everest?",1924.0,1924.0,True,0,year,1920.0,20.0,79,14,which,False,0.09200875795057072,False
In which year did Frank Sinatra die after a long illness?,1998.0,1998.0,True,0,year,1990.0,20.0,57,11,which,False,0.10786298808255554,False
In which year was Nelson Mandela released from prison?,1990.0,1990.0,True,0,year,1990.0,20.0,54,9,which,False,0.10614901725747611,False
How many players in a women's lacrosse team?,12.0,12.0,True,0,age,,,44,8,quantity,False,-0.3176302692434157,False
In which year was the National Lottery started?,1994.0,1994.0,True,0,year,1990.0,20.0,47,8,which,False,0.10700600267001582,False
What is the pan-European emergency telephone number?,112.0,112.0,True,0,age,,,52,7,what,False,-0.2962056339299227,False
What number is dialled to hear the Speaking Clock?,123.0,123.0,True,0,medium_int,,,50,9,what,False,-0.29384892404543844,False
In UK 999 is the emergency telephone number to contact the police etc. what is the European equivalent?,112.0,112.0,True,0,age,,,103,18,what,False,-0.2962056339299227,False
"In the Lotto Thunderball draw, you choose 1 Thunderball from how many?",14.0,14.0,True,0,age,,,70,12,quantity,False,-0.3172017765371459,False
In the Euro Millions draw you choose 2 lucky star numbers from how many?,11.0,11.0,True,0,age,,,72,14,quantity,False,-0.31784451559655064,False
In what year was the 50 pence piece introduced?,1969.0,1969.0,True,0,year,1960.0,20.0,47,9,year,False,0.10164984384164256,False
In what year was the pound coin introduced?,1983.0,1983.0,True,0,year,1980.0,20.0,43,8,year,False,0.10464929278553159,False
In what year did the 9/11 attacks in the USA take place?,2001.0,2001.0,True,0,year,2000.0,21.0,56,12,year,False,0.10850572714196033,False
In what year did the 7/7 attacks in London take place?,2005.0,2005.0,True,0,year,2000.0,21.0,54,11,year,False,0.10936271255450006,False
In which year did the Peterloo Massacre take place?,1819.0,1819.0,True,0,year,1810.0,19.0,51,9,which,False,0.06951289087140305,False
How many points are awarded to a driver for winning a Formula One Grand Prix?,25.0,25.0,True,0,age,,,77,15,quantity,False,-0.3148450666526616,False
How is the number 2 written when expressed as a binary number?,10.0,10.0,True,0,age,,,62,12,when,False,-0.3180587619496856,False
The Six-Day War took place in which year?,1967.0,1967.0,True,0,year,1960.0,20.0,41,8,which,False,0.10122135113537271,False
In which year did George the Fourth become king of the United Kingdom?,1820.0,1820.0,True,0,year,1820.0,19.0,70,13,which,False,0.06972713722453798,False
Which year was National Service abolished in the UK?,1960.0,1960.0,True,0,year,1960.0,20.0,52,9,which,False,0.0997216266634282,False
In which year did Elvis Presley get married?,1967.0,1967.0,True,0,year,1960.0,20.0,44,8,which,False,0.10122135113537271,False
In what year (5 years either way) was the British Open Golf Championship first held?,1860.0,1860.0,True,0,year,1860.0,19.0,84,15,year,False,0.07829699134993519,False
In what year (5 years either way) was the US Open Golf Championship first held?,1895.0,1895.0,True,0,year,1890.0,19.0,79,15,year,False,0.08579561370965774,False
In what year did Yasir Arafat die?,2004.0,2004.0,True,0,year,2000.0,21.0,34,7,year,False,0.10914846620136512,False
How many test centuries did Don Bradman score?,29.0,29.0,True,0,age,,,46,8,quantity,False,-0.3139880812401219,False
In which year between the World Wars did Britain go off the Gold Standard?,1931.0,1931.0,True,0,year,1930.0,20.0,74,14,which,False,0.09350848242251522,False
In which year did Dr Who first appear on our television screens played by William Hartnell?,1963.0,1963.0,True,0,year,1960.0,20.0,91,16,who,False,0.10036436572283298,False
In which year did the pound note cease to be legal tender in England?,1988.0,1988.0,True,0,year,1980.0,20.0,69,14,which,False,0.10572052455120624,False
In what year did the farthing cease to be legal tender in England?,1960.0,1960.0,True,0,year,1960.0,20.0,66,13,year,False,0.0997216266634282,False
How many years are there in a Platinum Anniversary?,70.0,70.0,True,0,age,,,51,9,age,False,-0.3052039807615898,False
"What number is on the film star Beetle car, Herbie?",53.0,53.0,True,0,age,,,51,10,what,False,-0.3088461687648836,False
How old was the Queen Mother when she died in March 2002?,101.0,101.0,True,0,age,,,57,12,age,False,-0.29856234381440694,False
How many spoons are there in a full set of Apostle spoons?,13.0,13.0,True,0,age,,,58,12,quantity,False,-0.31741602289028076,False
A standard (Double 6) set of Dominoes contains how many dominoes?,28.0,28.0,True,0,age,,,65,11,quantity,False,-0.31420232759325684,False
How many astronauts have walked on the Moon?,12.0,12.0,True,0,age,,,44,8,quantity,False,-0.3176302692434157,False
"To within 1 year either side, in which year did the half crown cease to be legal tender in the U",1970.0,1970.0,True,0,year,1970.0,20.0,96,21,which,False,0.1018640901947775,False
To within 1 year either side - in which year did the sixpence cease to be legal tender in the UK?,1980.0,1980.0,True,0,year,1980.0,20.0,97,21,which,False,0.1040065537261268,False
In what year was the old age pension introduced in the UK?,1909.0,1909.0,True,0,year,1900.0,20.0,58,12,year,False,0.08879506265354677,False
"To within 1 year either side, in what year did the UK first win the Eurovision Song Contest?",1967.0,1967.0,True,0,year,1960.0,20.0,92,18,year,False,0.10122135113537271,False
"""To within a year, either way, in which year was """"The Sky at Night"""" first broadcast on TV?""",1957.0,1957.0,True,0,year,1950.0,20.0,93,18,which,False,0.0990788876040234,False
"In which year in the 1950'S did the UK Top 20 see hits like 'Volare' by Dean Martin, 'Stupid Cupid' by Connie Francis and 'Hello my Darlings' by Charlie Drake?",1958.0,1958.0,True,0,year,1950.0,20.0,159,30,which,False,0.09929313395715834,False
Within a year either way when was the radio programme 'The Archers' first broadcast throughout the UK?,1951.0,1951.0,True,0,year,1950.0,20.0,102,17,when,False,0.09779340948521383,False
To within 10 how many stations are served by the London Underground?,270.0,270.0,True,0,medium_int,,,68,12,quantity,False,-0.2623547101346037,False
"Name the year; Minimum wage introduced (£3.60 for over 21s), Prince Edward married Sophie Rhys-Jones, total eclipse of the sun in Cornwall?",1999.0,1999.0,True,0,year,1990.0,20.0,139,22,other,False,0.10807723443569048,False
State of Israel is proclaimed.,1948.0,1948.0,True,0,year,1940.0,20.0,30,5,other,False,0.09715067042580904,False
"Treaty of Rome signed, establishing the EEC.",1957.0,1957.0,True,0,year,1950.0,20.0,44,7,other,False,0.0990788876040234,False
Fall of the Berlin Wall.,1989.0,1989.0,True,0,year,1980.0,20.0,24,5,other,False,0.10593477090434117,False
In which year did the Battle of Vitoria take place during the Peninsular War?,1813.0,1813.0,True,0,year,1810.0,19.0,77,14,which,False,0.06822741275259347,False
What is the maximum number of letters and spaces that can be in the name of a racehorse?,18.0,18.0,True,0,age,,,88,18,what,False,-0.3163447911246061,False
In which year was Marie Antoinette executed?,1793.0,1793.0,True,0,year,1790.0,18.0,44,7,which,False,0.06394248568989487,False
In which year was the first bikini worn in Britain?,1950.0,1950.0,True,0,year,1950.0,20.0,51,10,which,False,0.0975791631320789,False
In which year did Queen Elizabeth make her first Christmas speech?,1957.0,1957.0,True,0,year,1950.0,20.0,66,11,which,False,0.0990788876040234,False
How many naturally-occurring elements are there in the periodic table?,92.0,92.0,True,0,age,,,70,10,quantity,False,-0.3004905609926213,False
How old was Elvis Presley when he died in 1977?,42.0,42.0,True,0,age,,,47,10,age,False,-0.3112028786493678,False
How old was Jimi Hendrix when he died in 1970?,27.0,27.0,True,0,age,,,46,10,age,False,-0.3144165739463918,False
In which year was the Lusitania sunk?,1915.0,1915.0,True,0,year,1910.0,20.0,37,7,which,False,0.09008054077235635,False
"Name the year; the Profumo Affair, first female astronaut and first limited overs cricket final at Lords.",1963.0,1963.0,True,0,year,1960.0,20.0,105,17,other,False,0.10036436572283298,False
"Name the year; first nuclear power station opened at Calder Hall, Nasser elected President of Egypt, Devon Loch falls at the end of the Grand National?",1956.0,1956.0,True,0,year,1950.0,20.0,151,26,other,False,0.09886464125088848,False
What is the maximum number of characters in a single SMS (text) message?,160.0,160.0,True,0,medium_int,,,72,13,what,False,-0.285921808979446,False
How-many possible moves can be chosen from to start a game of chess?,20.0,20.0,True,0,age,,,68,13,other,False,-0.3159162984183363,False
In which year was the Battle of Quebec (where the Heights of Abraham were scaled)?,1759.0,1759.0,True,0,year,1750.0,18.0,82,15,where,False,0.05665810968330724,False
In which year was the Battle of Balaclava (including the Charge of the Light Brigade)?,1854.0,1854.0,True,0,year,1850.0,19.0,86,15,which,False,0.07701151323112561,False
How many 'syllables' should a Japanese Haiku poem contain?,17.0,17.0,True,0,age,,,58,9,quantity,False,-0.31655903747774106,False
What is the maximum possible score in a game of ten pin bowling?,300.0,300.0,True,0,medium_int,,,64,13,what,False,-0.2559273195405558,False
In what year did Concorde commence commercial service?,1976.0,1976.0,True,0,year,1970.0,20.0,54,8,year,False,0.10314956831358708,False
How many years of marriage are celebrated on your Sapphire anniversary?,45.0,45.0,True,0,age,,,71,11,age,False,-0.31056013958996304,False
In what year was decimal coinage introduced in the UK?,1971.0,1971.0,True,0,year,1970.0,20.0,54,10,year,False,0.10207833654791243,False
In what year did the Relief of Mafeking take place during the Boer War?,1900.0,1900.0,True,0,year,1900.0,20.0,71,14,year,False,0.0868668454753324,False
In which year did Sir Francis Drake defeat the Spanish Armada?,1588.0,1588.0,True,0,year,1580.0,16.0,62,11,which,False,0.020021983297234185,False
"In which year did China resume sovereignty over Hong Kong, Princess Diana die and Tony Blair become Prime Minister?",1997.0,1997.0,True,0,year,1990.0,20.0,115,19,which,False,0.10764874172942061,False
"In which year did Saigon fall to end the Vietnam War, Margaret Thatcher become leader of the Conservative Party and General Franco die?",1975.0,1975.0,True,0,year,1970.0,20.0,135,23,which,False,0.10293532196045214,False
The first space satellite 'Sputnik' was launched in which year?,1957.0,1957.0,True,0,year,1950.0,20.0,63,10,which,False,0.0990788876040234,False
The first commercial Concorde flight from Paris to Rio de Janeiro took place in which year?,1976.0,1976.0,True,0,year,1970.0,20.0,91,16,which,False,0.10314956831358708,False
How many days are there in Lent?,40.0,40.0,True,0,age,,,32,7,quantity,False,-0.3116313713556377,False
"Within one year either way, in what year was the Girl Guides Association formed?",1910.0,1910.0,True,0,year,1910.0,20.0,80,14,year,False,0.08900930900668169,False
"Within one year either way, in which year did the composer Rachmaninov and the actor Leslie Howard die?",1943.0,1943.0,True,0,year,1940.0,20.0,103,18,which,False,0.09607943866013438,False
How many points does it take to win a game of table tennis?,11.0,11.0,True,0,age,,,59,13,quantity,False,-0.31784451559655064,False
In which year did Elvis Presley die?,1977.0,1977.0,True,0,year,1970.0,20.0,36,7,which,False,0.10336381466672201,False
"To within a year, when did Tom Watson win his last Open Championship?",1983.0,1983.0,True,0,year,1980.0,20.0,69,13,when,False,0.10464929278553159,False
In which year was HRH Prince Harry born; the first Apple Macintosh went on sale; the UK coal industry strike began?,1984.0,1984.0,True,0,year,1980.0,20.0,115,21,which,False,0.10486353913866653,False
Name the year: The Wall Street Crash; Italy and the Vatican signed the Lateran Treaty; Herbert Hoover inaugurated as 31st president of America,1929.0,1929.0,True,0,year,1920.0,20.0,142,23,other,False,0.09307998971624537,False
What cricket score is nicknamed 'Nelson'?,111.0,111.0,True,0,age,,,41,6,what,False,-0.2964198802830576,False
How many fluid ounces are there in an American pint?,16.0,16.0,True,0,age,,,52,10,quantity,False,-0.316773283830876,False
Apart from 1966 when was the only other year when England reached the semi-final of the FIFA world Cup?,1990.0,1990.0,True,0,year,1990.0,20.0,103,19,when,False,0.10614901725747611,False
"In which year did the following events occur; Helen Sharman became the first Briton in space, Tim Berners-Lee established the first website and Robert Maxwell died?",1991.0,1991.0,True,0,year,1990.0,20.0,164,26,which,False,0.10636326361061103,False
"""The-new Boeing """"Dreamliner"""" aircraft has which numerical designation?""",787.0,787.0,True,0,medium_int,,,73,8,which,False,-0.15158934556384485,False
"The Lusitania was sunk, with much loss of life, on May 7th of which year?",1915.0,1915.0,True,0,year,1910.0,20.0,73,15,which,False,0.09008054077235635,False
"Michael Phelps has won 22 Olympic medals, more than any other person, how many of these were Gold?",18.0,18.0,True,0,age,,,98,18,quantity,False,-0.3163447911246061,False
The airship Hindenburg caught fire and was destroyed on May 6th of which year?,1937.0,1937.0,True,0,year,1930.0,20.0,78,14,which,False,0.0947939605413248,False
"How long, in feet, is a tennis court?",78.0,78.0,True,0,age,,,37,8,quantity,False,-0.3034900099365103,False
"In which year did two jumbo jets collide at Tenerife airport, killing 583 people?",1977.0,1977.0,True,0,year,1970.0,20.0,81,14,which,False,0.10336381466672201,False
In which year was the fifty pence piece first issued?,1969.0,1969.0,True,0,year,1960.0,20.0,53,10,which,False,0.10164984384164256,False
In which year was the Panama Canal opened?,1914.0,1914.0,True,0,year,1910.0,20.0,42,8,which,False,0.0898662944192214,False
Juries in criminal cases in Scotland uniquely consist of how many members?,15.0,15.0,True,0,age,,,74,12,quantity,False,-0.31698753018401093,False
"In which year did the First Battle of St Albans, the first battle of the Wars of the Roses, take place?",1455.0,1455.0,True,0,year,1450.0,15.0,103,21,which,False,-0.008472781669711521,False
In which year were both the Chernobyl and Challenger Shuttle disasters?,1986.0,1986.0,True,0,year,1980.0,20.0,71,11,which,False,0.10529203184493638,False
In what year was the Russian submarine Kursk sunk and the USS Cole attacked in Aden?,2000.0,2000.0,True,0,year,2000.0,21.0,84,16,year,False,0.1082914807888254,False
In which year did the Space Shuttle Challenger crash?,1986.0,1986.0,True,0,year,1980.0,20.0,53,9,which,False,0.10529203184493638,False
In which year of WWI did allied forces land at Gallipoli?,1915.0,1915.0,True,0,year,1910.0,20.0,57,11,which,False,0.09008054077235635,False
In which year was the M25 opened by Margaret Thatcher?,1986.0,1986.0,True,0,year,1980.0,20.0,54,10,which,False,0.10529203184493638,False
In what year did the Jarrow Crusade take place?,1936.0,1936.0,True,0,year,1930.0,20.0,47,9,year,False,0.09457971418818988,False
In what year was the first British Census undertaken?,1801.0,1801.0,True,0,year,1800.0,19.0,53,9,year,False,0.0656564565149743,False
In what year did Britain have a Labour government for the first time?,1924.0,1924.0,True,0,year,1920.0,20.0,69,13,year,False,0.09200875795057072,False
how many medals did GB win in the 2012 Olympics?,65.0,65.0,True,0,age,,,48,10,quantity,False,-0.3062752125272644,False
"""In what year did Enoch Powell make his famous """"rivers of blood"""" speech?""",1968.0,1968.0,True,0,year,1960.0,20.0,75,13,year,False,0.10143559748850764,False
How many points are given to a driver for winning a Formula One Grand Prix?,25.0,25.0,True,0,age,,,75,15,quantity,False,-0.3148450666526616,False
How many points are awarded to the driver for second place in a Formula One Grand Prix?,18.0,18.0,True,0,age,,,87,17,quantity,False,-0.3163447911246061,False
"To within a year either way, in which year did the Mallard reach 126mph - a record for a steam loco?",1938.0,1938.0,True,0,year,1930.0,20.0,100,21,which,False,0.09500820689445974,False
In which year did Michael Owen leave Liverpool FC to move to Real Madrid?,2004.0,2004.0,True,0,year,2000.0,21.0,73,14,which,False,0.10914846620136512,False
"Name the year that Terry Waite was kidnapped in Beirut, and the 'Herald of Free Enterpise' capsized off the coast near Zeebrugge?",1987.0,1987.0,True,0,year,1980.0,20.0,129,22,other,False,0.10550627819807132,False
In what year was the Central London Traffic Congestion Charge introduced?,2003.0,2003.0,True,0,year,2000.0,21.0,73,11,year,False,0.1089342198482302,False
After how many years is a Ruby wedding anniversary celebrated?,40.0,40.0,True,0,age,,,62,10,age,False,-0.3116313713556377,False
"In which year was the Bhopal disaster at the Union Carbide India Ltd. pesticide plant, the privatisation of British Telecom and the Queen opened the Thames Flood barrier?",1984.0,1984.0,True,0,year,1980.0,20.0,170,28,which,False,0.10486353913866653,False
In what year did the Battle of Evesham take place in Britain?,1265.0,1265.0,True,0,year,1260.0,13.0,61,12,year,False,-0.049179588765348246,False
In which year was the Palestine Liberation Organisation formed?,1964.0,1964.0,True,0,year,1960.0,20.0,63,9,which,False,0.10057861207596792,False
In what year did Finland become a member of the EU?,1995.0,1995.0,True,0,year,1990.0,20.0,51,11,year,False,0.10722024902315075,False
In which year was the Black Panther Party founded?,1966.0,1966.0,True,0,year,1960.0,20.0,50,9,which,False,0.10100710478223777,False
In what year did Cyprus become a member of the EU?,2004.0,2004.0,True,0,year,2000.0,21.0,50,11,year,False,0.10914846620136512,False
6 and 28 are perfect numbers. What is the next perfect number in the sequence?,496.0,496.0,True,0,medium_int,,,78,15,what,False,-0.21393503432610952,False
The SDP (Social Democratic Party) was formed in which year?,1981.0,1981.0,True,0,year,1980.0,20.0,59,10,which,False,0.10422080007926172,False
Watson and Crick discovered DNA in what year?,1953.0,1953.0,True,0,year,1950.0,20.0,45,8,year,False,0.09822190219148369,False
In which year did all four of the home nations qualify for the football world cup?,1958.0,1958.0,True,0,year,1950.0,20.0,82,16,which,False,0.09929313395715834,False
In which year did Charles Lindbergh make the first solo flight across the Atlantic?,1927.0,1927.0,True,0,year,1920.0,20.0,83,14,which,False,0.0926514970099755,False
How many fluid ounces in a UK pint?,20.0,20.0,True,0,age,,,35,8,quantity,False,-0.3159162984183363,False
Name the year: Winter Olympics held in Innsbruck; The Beatles appear on the Ed Sullivan Show; Radio Caroline first broadcast .,1964.0,1964.0,True,0,year,1960.0,20.0,126,21,other,False,0.10057861207596792,False
What is the minimum age for male golfers on the European Seniors tour?,50.0,50.0,True,0,age,,,70,13,what,False,-0.30948890782428834,False
In what year of WW2 was the German battleship 'Bismarck' sunk?,1941.0,1941.0,True,0,year,1940.0,20.0,62,11,year,False,0.09565094595386453,False
In what year of WW2 did the German forces surrender at Stalingrad?,1943.0,1943.0,True,0,year,1940.0,20.0,66,12,year,False,0.09607943866013438,False
"Six is the first 'Perfect Number', i.e. a number that is the sum of all of its factors (excluding itself), which is the second?",28.0,28.0,True,0,age,,,127,24,which,False,-0.31420232759325684,False
"Which year saw the opening of the Thames flood barrier, the launch of the Hubble telescope and Indira Ghandi's assassination?",1984.0,1984.0,True,0,year,1980.0,20.0,125,20,which,False,0.10486353913866653,False
"Which year saw the televising of Parliament for the first time, the Romanian civil war resulting in the deaths of the Ceaucescus and the opening of the Berlin Wall?",1989.0,1989.0,True,0,year,1980.0,20.0,164,29,which,False,0.10593477090434117,False
How many years were between the Gunpowder Plot and the Battle of Trafalgar?,200.0,200.0,True,0,medium_int,,,75,13,age,False,-0.27735195485404884,False
How many Gold Medals did the Great British team win at the 2012 Summer Olympics?,29.0,29.0,True,0,age,,,80,15,quantity,False,-0.3139880812401219,False
What is the maximum score possible in a game of ten pin bowling?,300.0,300.0,True,0,medium_int,,,64,13,what,False,-0.2559273195405558,False
In which year were both the Queen and Marilyn Monroe born?,1926.0,1926.0,True,0,year,1920.0,20.0,58,11,which,False,0.09243725065684057,False
In what year was the first Battle of St. Albans?,1455.0,1455.0,True,0,year,1450.0,15.0,48,10,year,False,-0.008472781669711521,False
In what year was there a vote in the UK on the issue of leaving the then Common Market?,1975.0,1975.0,True,0,year,1970.0,20.0,87,19,year,False,0.10293532196045214,False
In what year was Queen Elizabeth II born?,1926.0,1926.0,True,0,year,1920.0,20.0,41,8,year,False,0.09243725065684057,False
The Japanese poetry form known as a Haiku consists of how many syllables?,17.0,17.0,True,0,age,,,73,13,quantity,False,-0.31655903747774106,False
In which year did the National Lottery start in the UK?,1994.0,1994.0,True,0,year,1990.0,20.0,55,11,which,False,0.10700600267001582,False
"Name the year: The Maastricht Treaty is signed, riots in Los Angeles following the beating of Rodney King by police officers, Denmark wins the UEFA European Football Championships.",1992.0,1992.0,True,0,year,1990.0,20.0,180,28,other,False,0.10657750996374596,False
In which year were the FIFA World Cup Soccer Finals held in Chile?,1962.0,1962.0,True,0,year,1960.0,20.0,66,13,which,False,0.10015011936969806,False
"Name the year: the Winter Olympics are held in Sarajevo, Space shuttle Discovery makes its maiden voyage, Fernando Torres is born.",1984.0,1984.0,True,0,year,1980.0,20.0,130,21,other,False,0.10486353913866653,False
How many countries are there in OPEC?,12.0,12.0,True,0,age,,,37,7,quantity,False,-0.3176302692434157,False
In which year did the UK last win the Eurovision Song Contest with Katrina and the Waves' Love Shine a Light?,1997.0,1997.0,True,0,year,1990.0,20.0,109,21,which,False,0.10764874172942061,False
In which year did the UK first win the Eurovision Song Contest with Sandi Shaw's Puppet on a String?,1967.0,1967.0,True,0,year,1960.0,20.0,100,19,which,False,0.10122135113537271,False
In what year did Winston Churchill become Prime Minister for the first time?,1940.0,1940.0,True,0,year,1940.0,20.0,76,13,year,False,0.09543669960072959,False
"In which year was Facebook launched, George Bush defeated John Kerry in the US Presidential Election and Maria Sharapova won Wimbledon?",2004.0,2004.0,True,0,year,2000.0,21.0,135,21,which,False,0.10914846620136512,False
"In which year was Dolly the sheep born, Martina Hingis won Wimbledon, and Bill Clinton defeated Bob Dole in the US presidential election?",1996.0,1996.0,True,0,year,1990.0,20.0,137,23,which,False,0.10743449537628569,False
The bodies of murdered schoolgirls Holly Wells and Jessica Chapman from Soham were discovered in which year?,2002.0,2002.0,True,0,year,2000.0,21.0,108,17,which,False,0.10871997349509527,False
"To within three years, in which year was the Metropolitan Police Act passed, forming the first official police force?",1829.0,1829.0,True,0,year,1820.0,19.0,117,19,which,False,0.07165535440275235,False
Name the year Russia shoots down U2 spy plane; France becomes the world's 4th nuclear power and Adolf Eichmann is captured by the Israelis in Buenos Aires.,1960.0,1960.0,True,0,year,1960.0,20.0,155,27,other,False,0.0997216266634282,False
"Name the year: the U.S. Draft Board refuses Muhammed Ali's exemption, the Boston Strangler is sentenced to life imprisonment and three astronauts perish in the Apollo I fire.",1967.0,1967.0,True,0,year,1960.0,20.0,174,28,other,False,0.10122135113537271,False
"According to the 1975 hit Paul Simon song, how many different ways are there to leave your lover?",50.0,50.0,True,0,age,,,97,18,quantity,False,-0.30948890782428834,False
In which year was the Aberfan Disaster?,1966.0,1966.0,True,0,year,1960.0,20.0,39,7,which,False,0.10100710478223777,False
In which year did Richard Nixon resign as US President?,1974.0,1974.0,True,0,year,1970.0,20.0,55,10,which,False,0.10272107560731722,False
How many gallons of beer are in an English barrel?,36.0,36.0,True,0,age,,,50,10,quantity,False,-0.3124883567681774,False
How many gallons of beer are in an English hogshead?,54.0,54.0,True,0,age,,,52,10,quantity,False,-0.30863192241174864,False
In which year did Sigmund Freud die?,1939.0,1939.0,True,0,year,1930.0,20.0,36,7,which,False,0.09522245324759467,False
In what year was the Berlin Wall erected?,1961.0,1961.0,True,0,year,1960.0,20.0,41,8,year,False,0.09993587301656313,False
In 1918 the right to vote was granted to British women over what age?,30.0,30.0,True,0,age,,,69,14,what,False,-0.31377383488698696,False
How many seats do the SNP have in Parliament?,56.0,56.0,True,0,age,,,45,9,quantity,False,-0.30820342970547876,False
"To within a year either side, in which year was the congestion charge introduced in London?",2003.0,2003.0,True,0,year,2000.0,21.0,91,16,which,False,0.1089342198482302,False
During the 2 circuits of the Grand National course at Aintree how many jumps are taken by those horses completing the race?,30.0,30.0,True,0,age,,,123,22,quantity,False,-0.31377383488698696,False
In which year was the Channel Tunnel opened?,1994.0,1994.0,True,0,year,1990.0,20.0,44,8,which,False,0.10700600267001582,False
In what year were British Coal Mines nationalised?,1947.0,1947.0,True,0,year,1940.0,20.0,50,8,year,False,0.09693642407267411,False
In which year were the Liberal Democrats formed?,1988.0,1988.0,True,0,year,1980.0,20.0,48,8,which,False,0.10572052455120624,False
In which year was Breakfast TV first broadcast on the BBC?,1983.0,1983.0,True,0,year,1980.0,20.0,58,11,which,False,0.10464929278553159,False
"Name the year in which Gladiator won the Best Picture Oscar, George W Bush was sworn in as US President and Dennis Tito became the first space tourist?",2001.0,2001.0,True,0,year,2000.0,21.0,151,28,which,False,0.10850572714196033,False
In a standard game of backgammon with how many playing pieces does each player start the game?,15.0,15.0,True,0,age,,,94,17,quantity,False,-0.31698753018401093,False
In a standard game of draughts with how many playing pieces does each player start the game?,12.0,12.0,True,0,age,,,92,17,quantity,False,-0.3176302692434157,False
How many chapters or sutras are there in the Koran?,114.0,114.0,True,0,age,,,51,10,quantity,False,-0.29577714122365284,False
In old measures how many chains made a furlong?,10.0,10.0,True,0,age,,,47,9,quantity,False,-0.3180587619496856,False
What is the maximum letters or spaces permitted in a racehorse's name?,18.0,18.0,True,0,age,,,70,12,what,False,-0.3163447911246061,False
"How old were Cass Elliott, Karen Carpenter and Keith Moon when they died?",32.0,32.0,True,0,age,,,73,13,age,False,-0.31334534218071713,False
In which year did the Queen marry the Duke of Edinburgh?,1947.0,1947.0,True,0,year,1940.0,20.0,56,11,which,False,0.09693642407267411,False
In which year did Mrs Bandaranaike become Prime Minister of Ceylon?,1960.0,1960.0,True,0,year,1960.0,20.0,67,11,which,False,0.0997216266634282,False
How many faces has a dodecahedron?,12.0,12.0,True,0,age,,,34,6,quantity,False,-0.3176302692434157,False
