question,answer_true,answer_model,confidence_verbalized,prob_all_tokens.n_tokens,prob_all_tokens.logprob_sum,prob_all_tokens.logprob_avg,prob_all_tokens.prob_joint,prob_all_tokens.prob_geo_mean,prob_all_tokens.perplexity,prob_all_tokens.p_min,prob_all_tokens.frac_p_gt_0_1,prob_all_tokens.frac_p_gt_0_01,prob_tokens_only.n_tokens,prob_tokens_only.logprob_sum,prob_tokens_only.logprob_avg,prob_tokens_only.prob_joint,prob_tokens_only.prob_geo_mean,prob_tokens_only.perplexity,prob_tokens_only.p_min,prob_tokens_only.frac_p_gt_0_1,prob_tokens_only.frac_p_gt_0_01,judge_confidence,abs_error,rel_error,log_error,qid,model_answer_raw,parse_error,model,logprobs_k,judge,is_correct,log1p_abs_error
How many different people were Prime Minister of Canada in the first 100 years after the first was appointed in 1867?,14.0,8.0,0.95,26.0,-0.52645147088793,-0.020248133495689616,0.5906973618103384,0.9799554833565114,1.020454517561178,0.7434063717971604,1.0,1.0,1.0,-0.29651245,-0.29651245,0.7434063717971604,0.7434063717971604,1.3451593071263743,0.7434063717971604,1.0,1.0,0.9,6.0,0.42857142857142855,0.5108256237659905,,,,,,,0,1.9459101490553132
When was the first Super Bowl for American football held?,1967.0,1967.0,0.99,29.0,-0.5560279733820199,-0.019173378392483446,0.573482433408144,0.9810092616885489,1.0193583680125136,0.5746276345787721,1.0,1.0,4.0,4.6628992999999994e-06,1.1657248249999999e-06,1.0,1.0,0.9999988342758545,0.9999971445690767,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"This is an extract from the lyrics of which song written by Lily Allen and Gregory Kurstin: It's sad but it's true how society says her life is already over, There's nothing to do and there's nothing to say, 'Til the man of her dreams comes along, Picks her up and puts her over his shoulder, It seems so unlikely in this day and age?",22.0,2009.0,0.95,29.0,-2.83711496848074,-0.09783155063726691,0.05859446923663764,0.9068016410478696,1.1027770073777474,0.20273513612865784,1.0,1.0,4.0,-0.481495264126,-0.1203738160315,0.6178588385964928,0.8865889535999594,1.1279184067650962,0.6662541997214991,1.0,1.0,0.1,1987.0,90.31818181818181,4.470395785123972,,,,,,,0,7.59488438721652
When did homosexuality between consenting adults cease to be illegal in all of the United Kingdom?,1982.0,2003.0,0.95,29.0,-0.267318232224152,-0.009217870076694896,0.7654294483872812,0.9908244842488849,1.0092604854815137,0.8007145679910955,1.0,1.0,4.0,-0.044600030924169996,-0.011150007731042499,0.9563799277405741,0.9889119232146041,1.011212400745814,0.9564604974631309,1.0,1.0,0.95,21.0,0.010595358224016145,0.010534333684959485,,,,,,,0,3.091042453358316
"The Dow Jones Industrial Average is a stock market index that shows how stocks of large, publicly-owned companies based in the USA have traded during a standard stock market trading session. How many company's stocks does it track?",30.0,30.0,1.0,26.0,-0.13744055563551,-0.005286175216750385,0.8715861593425962,0.9947277720207913,1.0053001716927015,0.8841122807385645,1.0,1.0,2.0,-6.053596699999999e-06,-3.0267983499999997e-06,0.999993946421623,0.9999969732062307,1.0000030268029307,0.9999968092939903,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
When did homosexuality between consenting adults cease to be illegal in England and Wales?,1967.0,1967.0,0.98,29.0,-0.8359286559918699,-0.02882512606868517,0.4334717483252886,0.9715863547369469,1.0292445906887464,0.43796858277610673,1.0,1.0,4.0,6.878865e-06,1.71971625e-06,1.0,1.0,0.9999982802852287,1.000000161118813,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"In the Republican calendar, introduced after the French Revolution, how many days were there in a week?",10.0,10.0,1.0,26.0,-0.034155667140763,-0.0013136795054139614,0.9664210529255345,0.9986871829937837,1.0013145427603074,0.9810356280328104,1.0,1.0,2.0,2.8684735e-06,1.43423675e-06,1.0,1.0,0.9999985657642785,1.00000073481377,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
When did the USA officially enter World War II?,1941.0,1941.0,0.99,29.0,-0.03773187618815,-0.0013010991789017242,0.9629711017626205,0.998699746883658,1.001301945975654,0.9671409616715357,1.0,1.0,4.0,2.2212045099999996e-06,5.553011274999999e-07,1.0,1.0,0.9999994446990267,0.999996604403765,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"The Super Bowl, the championship game of the National Football League, was first played as part of a merger agreement between the NFL and its rival, the American Football League, in what year?",1967.0,1967.0,0.99,29.0,-0.48425072190918,-0.016698300755488966,0.6161586980592132,0.9834403430903755,1.0168384966368038,0.6905660191905612,1.0,1.0,4.0,6.4057094e-06,1.60142735e-06,1.0,1.0,0.9999983985739322,1.000001102759308,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"How many members are there in the US upper house, the Senate?",100.0,100.0,1.0,27.0,-0.025380918033432,-0.0009400340012382222,0.9749384696436988,0.9990604076923104,1.0009404759716782,0.9832789086339565,1.0,1.0,3.0,7.88643956e-06,2.6288131866666665e-06,1.0,1.0,0.9999973711902687,1.0000005718322236,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
How many countries border Brazil?,10.0,10.0,0.95,27.0,-0.09200771149238,-0.0034076930182362964,0.9120981158803,0.9965981065779987,1.003413505804945,0.9123150728082086,1.0,1.0,2.0,6.4931810000000005e-06,3.2465905000000002e-06,1.0,1.0,0.9999967534147701,1.0000026188824294,1.0,1.0,0.9,0.0,0.0,0.0,,,,,,,1,0.0
Yuri Gagarin became the first man in space in what year?,1961.0,1961.0,0.99,29.0,-0.40473189270170057,-0.013956272162127605,0.6671556561830592,0.9861406651191879,1.01405411557502,0.6676101390480111,1.0,1.0,4.0,5.28921378e-06,1.322303445e-06,1.0,1.0,0.9999986776974292,0.9999981634335865,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"Until the year 2000, how many US presidents had previously served as vice president?",14.0,13.0,0.95,27.0,-0.41229617146743003,-0.01527022857286778,0.6621281435452292,0.9848457701744209,1.0153874142373533,0.8005413041001321,1.0,1.0,2.0,-0.222463347701,-0.1112316738505,0.8005443480033191,0.8947314390381725,1.1176538080242158,0.8005413041001321,1.0,1.0,0.9,1.0,0.07142857142857142,0.06899287148695166,,,,,,,0,0.6931471805599453
"""World War I flying ace Baron von Richtofen, the Red Baron, was credited with how many """"kills"""" before he himself was killed?""",80.0,80.0,0.99,27.0,-0.34421434863292,-0.012748679578997037,0.7087769863877714,0.9873322405963593,1.0128302904359623,0.7092270740722242,1.0,1.0,2.0,2.4331966000000002e-06,1.2165983000000001e-06,1.0,1.0,0.9999987834024401,1.0000012089738308,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In what year did Germany officially reunify?,1990.0,1990.0,0.99,29.0,-0.257507334226378,-0.008879563249185448,0.7729759571120395,0.9911597436438434,1.0089191035177203,0.7735058855599256,1.0,1.0,4.0,5.79899643e-06,1.4497491075e-06,1.0,1.0,0.9999985502519434,1.0000002197921543,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
How many coronations had been held at Westminster Abbey before that of Queen Elizabeth II?,37.0,38.0,0.9,26.0,-2.062587671384986,-0.07933029505326869,0.12712458725483383,0.9237347690274565,1.0825618278424645,0.13763388865167417,1.0,1.0,2.0,-0.0646806109497,-0.03234030547485,0.937366800264516,0.968177050060843,1.0328689364586334,0.9373647670709817,1.0,1.0,0.9,1.0,0.02702702702702703,0.02597548640326064,,,,,,,0,0.6931471805599453
The American War of Independence began as a war between the Kingdom of Great Britain and how many British colonies in North America?,13.0,13.0,0.99,27.0,-2.0276169403865603,-0.07509692371802075,0.13164887474661044,0.9276535703380548,1.077988628487228,0.13252494329366024,1.0,1.0,2.0,4.3641776e-06,2.1820888e-06,1.0,1.0,0.9999978179135808,1.0000015990821784,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"The wedding of Prince William of Wales and Kate Middleton is the 10th royal wedding to be held at Westminster Abbey. The first was that of Princess Patricia of Connaught to the Hon. Alexander Ramsay, which was in what year?",1919.0,1919.0,0.95,29.0,-0.71408357543354,-0.02462357156667379,0.4896406249481458,0.9756771155191064,1.0249292353935684,0.4910131841101234,1.0,1.0,4.0,5.78630717e-06,1.4465767925e-06,1.0,1.0,0.9999985534242538,1.000000610016486,1.0,1.0,0.9,0.0,0.0,0.0,,,,,,,1,0.0
How many US states share a land border with Canada?,10.0,13.0,0.95,27.0,-0.48302474275305,-0.01788980528715,0.6169145590201204,0.9822692672745822,1.0180507863944617,0.6172438156531458,1.0,1.0,2.0,-1.327739992e-05,-6.63869996e-06,0.9999867226882243,0.9999933613220762,1.0000066387219961,0.9999863254844971,1.0,1.0,0.1,3.0,0.3,0.24116205681688774,,,,,,,0,1.3862943611198906
When did London first host an Olympic Games?,1908.0,1908.0,0.98,29.0,-0.18003402613387198,-0.006208069866685241,0.8352417908787624,0.9938111603842239,1.0062273798710244,0.844787510594584,1.0,1.0,4.0,3.17394739e-06,7.934868475e-07,1.0,1.0,0.9999992065134673,0.9999969415413771,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"How many members are there in the Italian upper house, the Senate?",315.0,200.0,0.9,27.0,-0.53997633809394,-0.01999912363310889,0.5827620414715315,0.9801995323207957,1.0202004459564709,0.6957606997266204,1.0,1.0,3.0,-0.15672594050071,-0.05224198016690334,0.8549383306848347,0.9490991758766948,1.0536306693937307,0.875836613246972,1.0,1.0,0.95,115.0,0.36507936507936506,0.45243730552783656,,,,,,,0,4.7535901911063645
"How many members are there in the US lower house, the House of Representatives?",435.0,435.0,1.0,27.0,-0.03048424826245,-0.0011290462319425926,0.9699757107497029,0.9988715909009476,1.0011296838445816,0.971532578015669,1.0,1.0,3.0,1.9744037999999995e-06,6.581345999999998e-07,1.0,1.0,0.9999993418656166,0.9999970682007977,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
The first flag for the USA had how many stars on it?,13.0,13.0,1.0,26.0,-0.09039343385177499,-0.003476670532760577,0.9135716845292677,0.9965293660884288,1.0034827211617396,0.9180373434955226,1.0,1.0,2.0,2.09733845e-06,1.048669225e-06,1.0,1.0,0.9999989513313249,1.000000641681456,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
How many degrees do the internal angles of an octagon add up to?,1080.0,1080.0,1.0,28.0,-0.19647707503351,-0.007017038394053929,0.8216201666941414,0.9930075235356113,1.0070417154942513,0.8465412318258132,1.0,1.0,4.0,2.8782524e-06,7.195631e-07,1.0,1.0,0.9999992804371589,0.9999969862446414,1.0,1.0,0.9,0.0,0.0,0.0,,,,,,,1,0.0
"Transits of Venus occur in a pattern, with pairs of transits 8 years apart separated by much longer gaps, that repeats every how many years?",243.0,243.0,0.9,27.0,-1.5033077084877902,-0.05567806327732556,0.22239332990545016,0.9458435886656,1.0572572590049525,0.22380498701430793,1.0,1.0,3.0,8.2319602e-06,2.7439867333333337e-06,1.0,1.0,0.9999972560170314,1.0000017052530539,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"""How many days did Britain """"lose"""" in September 1752 on changing from the Julian to the Gregorian calendar?""",11.0,11.0,0.99,27.0,-1.3306587283087399,-0.0492836566040274,0.2643031000095716,0.9519110755359697,1.0505182949331209,0.26718726483530797,1.0,1.0,2.0,4.5160122e-06,2.2580061e-06,1.0,1.0,0.9999977419964493,1.0000010783847815,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"How many members are there in the Italian lower house, the Chamber of Deputies?",630.0,400.0,0.95,28.0,-0.07098723633756,-0.002535258440627143,0.931473781068632,0.9974679526128633,1.0025384749259403,0.9488870096502194,1.0,1.0,3.0,4.0326268e-06,1.3442089333333334e-06,1.0,1.0,0.9999986557919701,1.0,1.0,1.0,0.95,230.0,0.36507936507936506,0.4533444352346434,,,,,,,0,5.442417710521793
The first European landfall was made on the continent of Australia by Willem Janszoon in what year?,1606.0,1606.0,0.95,29.0,-0.2740436264696,-0.009449780223089656,0.7602989053802625,0.9905947286400494,1.0094945703707334,0.7604696850077844,1.0,1.0,4.0,3.90596674e-06,9.76491685e-07,1.0,1.0,0.9999990235087918,0.9999997653067375,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"How many members are there in the French lower house, the National Assembly?",577.0,577.0,1.0,27.0,-0.13801268809058,-0.005111581040391853,0.8710876392368111,0.9949014608589369,1.0051246674586862,0.8730147740284441,1.0,1.0,3.0,5.20609314e-06,1.7353643800000001e-06,1.0,1.0,0.9999982646371257,1.00000059977192,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"The first European scientific observation of a transit of Venus (when Venus passes between the Sun and Earth, and can be seen as a small black disk moving across the face of the Sun) was made by Jeremiah Horrocks and William Crabtree in England in what year?",1639.0,1639.0,0.95,29.0,-0.7339829261465689,-0.025309756074019616,0.479993399533525,0.9750078506441198,1.0256327673047654,0.4805466831173541,1.0,1.0,4.0,5.4407865e-06,1.360196625e-06,1.0,1.0,0.9999986398043,1.0000003008172453,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
When did women first compete in the Olympics in gymnastics?,1928.0,1928.0,0.98,29.0,-0.206313782079236,-0.007114268347559862,0.8135777501085775,0.9929109781538945,1.0071396348736985,0.8163025995317552,1.0,1.0,4.0,3.4240566e-06,8.5601415e-07,1.0,1.0,0.9999991439862164,0.9999975729763452,1.0,1.0,0.9,0.0,0.0,0.0,,,,,,,1,0.0
How old was Tiger Woods when he won the US Masters in 1997?,21.0,21.0,0.99,27.0,-0.4277248541846,-0.015841661266096294,0.65199078265697,0.984283157866398,1.0159678056136519,0.7169029522886802,1.0,1.0,2.0,3.16649676e-06,1.58324838e-06,1.0,1.0,0.9999984167528734,1.000000551343112,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"""In the alphabet, how many consonants are there between the letters """"I"""" and """"U""""?""",10.0,8.0,1.0,25.0,-0.47106871910902,-0.0188427487643608,0.6243346732147511,0.9813336660418159,1.0190213936442987,0.6524028106987501,1.0,1.0,1.0,-0.4270931,-0.4270931,0.6524028106987501,0.6524028106987501,1.5327953583292493,0.6524028106987501,1.0,1.0,0.9,2.0,0.2,0.2006706954621511,,,,,,,0,1.0986122886681098
A pair of angles is complementary if the sum of their measures is how many degrees?,90.0,90.0,1.0,26.0,-0.01161631179699,-0.00044678122296115387,0.9884508970614838,0.9995533185689072,1.0004468810445573,0.9901333816393422,1.0,1.0,2.0,4.6966598e-06,2.3483299e-06,1.0,1.0,0.9999976516728574,1.000001204200825,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
With how many pieces does each player start a game of Backgammon?,15.0,15.0,1.0,26.0,-0.17591324040241,-0.006765893861631154,0.8386907446521656,0.9932569432646916,1.0067888342296858,0.8962184320034321,1.0,1.0,2.0,4.6342612e-06,2.3171306e-06,1.0,1.0,0.9999976828720846,1.0000022677730713,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"Over several weeks after the Central Committee of the Communist Party of the Soviet Union agreed to give up its monopoly of power on February 7, 1990, the constituent republics of the USSR held their first competitive elections. How many republics were there?",15.0,15.0,0.95,27.0,-0.16702007459693,-0.006185928688775185,0.846182624391572,0.9938331647775357,1.0062051010582291,0.8468532990333999,1.0,1.0,2.0,2.6274938e-06,1.3137469e-06,1.0,1.0,0.9999986862539629,1.000001017936118,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"""""""The Year of Three Popes"""", involving Pope Paul VI, Pope John Paul I and Pope John Paul II, is the name given to which year?""",1978.0,1978.0,0.99,29.0,-1.3527669036354302,-0.046647134608118285,0.258523959251712,0.9544241214194104,1.0477522283414313,0.2682234170639239,1.0,1.0,4.0,-2.2780151e-06,-5.69503775e-07,0.9999977219874947,0.9999994304963872,1.0000005695039371,0.999996969480892,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"""In the """"Back to the Future"""" series of films, the past was 1955, and the future was 2015. When was """"now""""?""",1985.0,1985.0,1.0,28.0,-0.47169430464393,-0.016846225165854642,0.6239442206177275,0.983294879016603,1.016988922997447,0.6401217796668809,1.0,1.0,4.0,9.2071714e-06,2.30179285e-06,1.0,1.0,0.9999976982097991,1.0000009676446682,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
How many letters are there in the Turkish alphabet?,29.0,29.0,0.99,27.0,-0.3561707802035103,-0.013191510377907788,0.7003530035929832,0.9868951162646674,1.01327890220486,0.720252308417553,1.0,1.0,2.0,3.8153957e-06,1.90769785e-06,1.0,1.0,0.9999980923039696,1.000000293366643,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"At which UK General Election was Helen Grant elected, the Conservative Party's first black female MP?",2010.0,2010.0,0.95,29.0,-0.07407812236511,-0.00255441801259,0.9285991466459698,0.9974488417369232,1.0025576833180079,0.9347239069347073,1.0,1.0,4.0,1.0482181e-05,2.62054525e-06,1.0,1.0,0.9999973794581837,1.000001622365216,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"The Safari Rally, a round of the World Rally Championship from 1973 to 2002 held in Kenya, Uganda and Tanganyika, was first run as a commemorative event, in what year?",1953.0,1953.0,0.9,28.0,-0.53463446173225,-0.01909408791900893,0.5858834138154012,0.9810870494612649,1.0192775458091314,0.5861278729411561,1.0,1.0,4.0,6.43113156e-06,1.60778289e-06,1.0,1.0,0.9999983922184025,1.000000532716642,1.0,1.0,0.9,0.0,0.0,0.0,,,,,,,1,0.0
How many sides does a hendecagon have?,11.0,11.0,1.0,26.0,-0.01321655910532,-0.0005083291963584616,0.9868703961075213,0.9994917999810383,1.000508458417539,0.9870999176346962,1.0,1.0,2.0,-5.927868e-07,-2.963934e-07,0.9999994072133757,0.9999997036066439,1.000000296393444,0.9999984242034415,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
When was the first World Cup cricket contest held?,1975.0,1975.0,0.98,29.0,-0.9386888057286,-0.03236857950788276,0.3911403602749307,0.9681496761779348,1.0328981402419137,0.39244236237305585,1.0,1.0,4.0,-1.6684644000000002e-06,-4.1711610000000006e-07,0.9999983315369919,0.999999582883987,1.000000417116187,0.9999970234974298,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
When did a man last walk on the moon?,1972.0,1972.0,0.99,29.0,-0.08314063676137799,-0.0028669185090130344,0.9202217211166965,0.9971371871773623,1.0028710320500047,0.9296660995913301,1.0,1.0,4.0,5.4119736e-06,1.3529934e-06,1.0,1.0,0.9999986470075153,0.9999971017283,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
How many different people were Prime Minister of New Zealand in the first 100 years after it became a Dominion in 1907?,21.0,16.0,0.9,26.0,-2.5566047352337797,-0.09833095135514537,0.07756765658717772,0.9063488967171884,1.1033278725466733,0.204762399267397,1.0,1.0,2.0,-2.2112370599999998,-1.1056185299999999,0.10956502613506525,0.33100608171915097,3.021092527382838,0.204762399267397,1.0,1.0,0.9,5.0,0.23809523809523808,0.2578291093020999,,,,,,,0,1.791759469228055
"How long, to the nearest mile, is an Olympic marathon?",26.0,26.0,0.99,27.0,-1.32442677661241,-0.04905284357823741,0.26595536723935187,0.9521308143699142,1.0502758496076654,0.2667527178763191,1.0,1.0,2.0,3.79059931e-06,1.895299655e-06,1.0,1.0,0.9999981047021411,1.000000062398612,1.0,1.0,0.9,0.0,0.0,0.0,,,,,,,1,0.0
When was the North Atlantic Treaty which established NATO signed?,1949.0,1949.0,0.99,29.0,-0.0985982336989,-0.0033999390930655174,0.9061066780316455,0.9966058341551021,1.0034057254418698,0.9312030096478858,1.0,1.0,4.0,6.3902699e-06,1.597567475e-06,1.0,1.0,0.9999984024338011,1.000000161118813,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"""What book introduced """"the Thought Police""""?""",1984.0,1984.0,0.95,29.0,-0.42605373906926003,-0.014691508243767587,0.6530812451993779,0.9854158853953715,1.01479995890139,0.6570738118528274,1.0,1.0,4.0,-0.0003984328344,-9.96082086e-05,0.9996016465294211,0.9999003967521329,1.0000996131696622,0.9995961381041794,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
What is the sum of the even numbers between 1 and 9?,20.0,20.0,1.0,26.0,-0.019673173275940002,-0.000756660510613077,0.9805190807840911,0.9992436256847623,1.0007569468503934,0.98354991797626,1.0,1.0,2.0,4.5173802e-06,2.2586901e-06,1.0,1.0,0.9999977413124509,1.000001594425471,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"The Super Bowl, the championship game of the premier association of professional American football, was first held in what year?",1967.0,1967.0,0.98,29.0,-1.30902791939815,-0.04513889377235,0.2700824707507821,0.9558647089573672,1.0461731567543429,0.2716797760975074,1.0,1.0,4.0,-1.1576339e-06,-2.89408475e-07,0.9999988423667701,0.9999997105915669,1.000000289408517,0.9999966733213335,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"Before 2012 when was the most recent time the Summer Olympics were held in London, UK?",1948.0,1948.0,0.99,29.0,-0.1425941822092295,-0.0049170407658355,0.8671058844985565,0.9950950280899896,1.0049291492486152,0.9127005014916458,1.0,1.0,4.0,6.01657663e-06,1.5041441575e-06,1.0,1.0,0.9999984958569738,1.00000067800306,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
How many players per side are allowed on the field in a game of rugby league?,13.0,13.0,1.0,26.0,-0.03030677670772,-0.0011656452579892308,0.9701478691232952,0.9988350338425555,1.001166324886466,0.9810335923859942,1.0,1.0,2.0,2.7697533699999998e-06,1.3848766849999999e-06,1.0,1.0,0.9999986151242739,0.9999994747342079,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"Traditionally, in rugby, what number appears on the jersey of the fullback?",15.0,15.0,0.99,27.0,-1.07806273696057,-0.039928249517058145,0.34025404916581314,0.9608583787317823,1.0407360981957403,0.35605149845880607,1.0,1.0,2.0,1.1362135e-06,5.6810675e-07,1.0,1.0,0.9999994318934113,1.0000005662442604,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In the 20th century what year did Estonia first declare independence?,1918.0,1918.0,0.95,29.0,-0.37591615669257,-0.012962626092847242,0.6866599024661642,0.9871210269004943,1.0130470051275728,0.6869802055891461,1.0,1.0,4.0,7.80355186e-06,1.950887965e-06,1.0,1.0,0.999998049113938,1.0000007161873166,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
How many sports were contested at the Summer Paralympics in 2012?,20.0,20.0,0.99,27.0,-0.256015077795381,-0.009482039918347444,0.7741302965260433,0.990562772871424,1.0095271368832281,0.783696022672497,1.0,1.0,2.0,5.0587114e-06,2.5293557e-06,1.0,1.0,0.9999974706474988,1.0000014556000594,1.0,1.0,0.9,0.0,0.0,0.0,,,,,,,1,0.0
"When was the ICC, official base in The Hague in the Netherlands, established?",2002.0,2002.0,0.95,29.0,-0.205397707497745,-0.007082679568887759,0.8143233894840134,0.9929423434944182,1.0071078210651627,0.8189041049152272,1.0,1.0,4.0,4.617962999999999e-06,1.1544907499999998e-06,1.0,1.0,0.9999988455099165,0.9999989233916795,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"Elizabeth II is the Queen regnant of how many independent sovereign states known informally as the Commonwealth realms, for which she holds each crown separately and equally in a shared monarchy?",16.0,15.0,0.95,27.0,-0.43754390796483,-0.016205329924623334,0.645620177937468,0.9839252700110085,1.0163373484541278,0.6468920146718242,1.0,1.0,2.0,-5.3560362e-06,-2.6780181e-06,0.9999946439781435,0.9999973219854859,1.000002678021686,0.9999969853133441,1.0,1.0,0.95,1.0,0.0625,0.06062462181643502,,,,,,,0,0.6931471805599453
"""The modern British period of history called """"The Winter of Discontent"""" began when?""",1978.0,1978.0,0.95,29.0,-1.7956505345219549,-0.061918983949032926,0.16601941584858293,0.9399590354755395,1.0638761501921037,0.20047614838203537,1.0,1.0,4.0,1.2318488e-06,3.079622e-07,1.0,1.0,0.9999996920378474,0.9999968614479252,1.0,1.0,0.9,0.0,0.0,0.0,,,,,,,1,0.0
"The 50.5 km Channel Tunnel, built under the English Channel or, in France, La Manche, to link the UK and France with road and rail access was finally opened in 1994. When was the first official Anglo-French protocol established to create the railway aspect of the link?",1876.0,1986.0,0.9,28.0,-0.43580270080713995,-0.01556438217168357,0.6467453156771183,0.9845561168502179,1.0156861380326294,0.6478588697150226,1.0,1.0,4.0,-0.00072052840456,-0.00018013210114,0.9992797311136971,0.9998198841216729,1.0001801483259012,0.9992783867881357,1.0,1.0,0.9,110.0,0.05863539445628998,0.05695120596530856,,,,,,,0,4.709530201312334
"In the USA, what is the minimum age that someone can become a senator?",30.0,30.0,1.0,26.0,-0.027559878284879998,-0.0010599953186492307,0.9728164302301016,0.9989405662779411,1.0010605573122398,0.9864955474615025,1.0,1.0,2.0,2.2694003e-06,1.13470015e-06,1.0,1.0,0.9999988653004938,1.0000010672962696,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"""Sliced bread, advertised as """"the greatest forward step in the baking industry since bread was wrapped"""", was first sold when?""",1928.0,1928.0,0.95,29.0,-0.6319627020768,-0.021791817312993105,0.5315475071270933,0.9784439089318335,1.0220309931631126,0.5361105281148646,1.0,1.0,4.0,-0.00414394773688,-0.00103598693422,0.9958646265666322,0.9989645495149765,1.0010365237540473,0.9958647786718998,1.0,1.0,0.9,0.0,0.0,0.0,,,,,,,1,0.0
"In what year did Sweden change its laws to allow a woman to inherit the throne, USSR stage its first rock festival, the border officially re-open between Spain and Gibraltar, Iceland democratically elect its first woman president, and the 10.14 mile (16.32km) long St Gotthard Road Tunnel open in Switzerland?",1980.0,1980.0,0.95,29.0,-0.33578032781021,-0.011578631993455516,0.7147801058822293,0.9884881423987826,1.011645923817843,0.7153785756340834,1.0,1.0,4.0,4.75835977e-06,1.1895899425e-06,1.0,1.0,0.9999988104107651,1.0000003371388269,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"Speculation about the possibility of a southern land mass has been around for at least 2,000 years. When was the first recorded sighting of the Antarctic continent?",1820.0,1820.0,0.9,28.0,-0.9415196101864,-0.0336257003638,0.39003468411429815,0.9669333597169414,1.0341974345499243,0.402305873633496,1.0,1.0,4.0,1.2503006600000004e-06,3.125751650000001e-07,1.0,1.0,0.9999996874248839,0.9999973271077722,1.0,1.0,0.9,0.0,0.0,0.0,,,,,,,1,0.0
What is the base for the common logarithm?,10.0,10.0,1.0,26.0,-0.06318270962069,-0.0024301042161803846,0.9387719353545354,0.9975728460967306,1.0024330593126771,0.9398439388512672,1.0,1.0,2.0,-1.8235296e-06,-9.117648e-07,0.9999981764720627,0.9999990882356157,1.0000009117652155,0.999997051437047,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"Lacrosse, thought to have been played by at least 1100 AD and originally a ceremonial ritual with up to 1,000 people, currently (except in Box lacrosse) involves how many players?",20.0,10.0,0.95,27.0,-0.12776553189143,-0.00473205673671963,0.8800597008892602,0.9952791218043123,1.004743270598432,0.88678324073798,1.0,1.0,2.0,1.03935599e-06,5.19677995e-07,1.0,1.0,0.99999948032214,1.0000003119931087,1.0,1.0,0.9,10.0,0.5,0.6466271649250523,,,,,,,0,2.3978952727983707
Which Apollo mission was the first to land on the moon?,11.0,11.0,1.0,26.0,-0.541587191152232,-0.020830276582778154,0.5818240531382862,0.9793851750628422,1.0210487410490312,0.5876994507144047,1.0,1.0,2.0,-2.56987992e-05,-1.28493996e-05,0.9999743015310113,0.9999871506829532,1.0000128494821539,0.999973534141227,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
